topic_num,messages_ch,messages_en,top_words_ch,top_words_en
68,"进 专柜 无 压力
Lv ， 原单 品质 ， 质量 专柜 无 压力 那种 
普拉达 顶级 原单 品质 ！ 一样 一个 ！ 随意 拎 进 专柜 毫无 压力
BOY 系列 钱包 、 尺寸 19 * 10 {EI} 原单 品质 {EI} 懂货 的 亲们 看实 拍 细节 图 {EI} 背进 专柜 对比 毫无 压力 {EI} 非诚 勿扰 、 谢谢 {EI} 微信 shishi0730
MH094080 「 原单 专柜 正品 」 Parda 208 代工 中 号 杀手 原单 正品 出入 海关 专柜 毫无 压力 支持 专柜 验货 与 对比","no pressure on entering the counter
lv, the quality of the original order, the kind of quality counters without pressure
prada's top original quality! the same one! take it into the counter at will without pressure
boy series wallet, size 19 * 10 {ei} original order quality{ei} those who understand the goods, please see the real shot details {ei} back into the counter to compare without pressure {ei} if you are the one, thank you {ei} wechat shishi0730
mh094080 ""original order counter genuine"" parda 208 oem medium killer original order genuine goods entering and exiting the customs counter without pressure, support counter inspection and comparison","毫无, 拍, 山, 专柜, 视频, 山大, shishi, 细节, 看实, 亲们, 懂货, 勿扰, 非诚, 微信, 质量","nothing, shoot, mountain, counter, video, shanda, shishi, detail, see the truth, dears, understand the goods, do not disturb, non-sincere, wechat, quality"
69,"想到 口试 ， 想到 10018 。 。 表示 压力 很大 ， 好懒 啊 ， 呜呜
一 想到 论文 ， 顿感 心中 无限 压抑 …
想到 开车 ， 压力 就 巨大 ????
一 想到 未来 ， 压力 还 满山 大 的 。
一 想到 明天 又 要 上班 了 ， 心情 很 沉重","think of oral exams, think of 10018. . it means a lot of pressure, so lazy, oooo
when i think of the paper, i feel infinitely depressed...
thinking of driving, the pressure is huge????
thinking of the future, the pressure is still overwhelming.
the thought of going to work tomorrow makes me feel very heavy","需要, 时间, 事情, 状态, 慢慢, 最好, 解决, 处理, 改变, 不断, 主动, 耐心, 做好, 不用, 办法","need, time, thing, status, slowly, the best, solve, deal with, change, keep on, initiative, patient, do well, no need to, method"
70,"鸭梨 浩大
鸡蛋 从外 打破 是 食物 ， 从 内 打破 是 生命 ； 人生 从外 打破 是 压力 ， 从 内 打破 是 成长 。
鸡蛋 从外 打破 是 食物 ， 从 内 打破 是 生命 。 人生 ， 从外 打破 是 压力 ， 从 内 打破 是 成长 。
是 食物 ； 人生 ： 鸡蛋 从外 打破 、 从外 打破 ， 从 内 打破 ； 从 内 打破 ！ 是 压力 。
从外 打破 ， 从 内 打破 ： 鸡蛋 ： 是 压力 … …","yali huge
breaking eggs from the outside is food, breaking from the inside is life; breaking from the outside in life is pressure, and breaking from the inside is growth.
breaking eggs from the outside is food, breaking from the inside is life. in life, breaking from the outside is pressure, and breaking from the inside is growth.
it's food; life: eggs break from the outside, break from the outside, break from the inside; break from the inside! it's pressure.
breaking from the outside, breaking from the inside: eggs: it's pressure...","付出, 生命, 成长, 打破, 成为, 代价, 得到, 收获, 回报, 辛苦, 食物, 过程, 经历, 从外, 牺牲","give, life, growing up, break in, become, cost, get, reward, return, hard, food, process, experience, from outside, sacrifice"
71,"高盛 预计 人民币 在 长期 内 贬值 压力 较大
今日 热门 讨论 话题 ： 人民币 兑 美元 即期 汇率 “ 七连停 ” 人民币 贬值 或 缓解 出口 萎缩 和 通胀 压力 ！
【 FT 专栏 ： 人民币 将 迎来 年度 贬值 】 人民币 汇改 重启 第四年 ， 人民币 对 美元 终于 改变 单边 升值 的 态势 ， 有 可能 迎来 首次 年度 贬值 。 上半年 ， 人民币 即期 汇率 一度 贬值 达 3.75% ； 进入 6 月 后 ， 受 经济 企稳 影响 ， 人民币 即期 汇率 重归 升值 通道 。 上周五 ， 中国 央行 宣布 非对称 降息 ， 人民币 贬值 压力 大增 。 FT 专栏 ： 人民币 将 迎来 年度 贬值
欧洲央行 执委 普雷特 ： 潜在 通胀 压力 持续 受抑 。
美联储 布拉德 ： 美联储 在 应对 通胀 压力 方面 已经 采取 先发制人 的 措施 。","goldman sachs expects that the yuan will depreciate more pressure in the long term
today’s hot topic for discussion: the spot exchange rate of rmb against the us dollar ""seven consecutive stops"" the devaluation of the rmb may ease export shrinkage and inflationary pressures!
[ft column: rmb will usher in annual devaluation] in the fourth year of the resumption of the rmb exchange rate reform, the unilateral appreciation of the rmb against the us dollar has finally changed, and the first annual devaluation may be ushered in. in the first half of the year, the rmb spot exchange rate once depreciated by 3.75%; after entering june, affected by the stabilization of the economy, the rmb spot exchange rate returned to the appreciation channel. last friday, the people's bank of china announced an asymmetric interest rate cut, which greatly increased the pressure on the devaluation of the renminbi. ft column: rmb will usher in annual depreciation
european central bank executive committee member pret: potential inflationary pressures continue to be suppressed.
fed brad: the fed has taken preemptive measures in response to inflationary pressures.","经济, 美国, 美元, 人民币, 数据, 加息, 美联储, 预期, 通胀, 央行, 公布, 贬值, 下行, 预计, 显示","economic, united states, usd, rmb, data, hike, federal reserve, expected, inflation, central bank, announce, devaluation, down, expected, display"
72,"人生 最 重要 的 并 不是 努力 ， 而是 方向 。 压力 不是 有人 比 你 努力 ， 而是 比 你 牛叉 几倍 的 人 依然 比 你 努力 。 即使 看不到 未来 ， 即使 看不到 希望 ， 也 依然 相信 ， 自己 错 不了 ， 自己 选 的 人错 不了 ， 自己 选 的 人生 错 不了 。
自己 选 的 人错 不了 ！ 即使 看不到 未来 ！ 选 的 人生 错 不了 … … 鸭梨 不是 有人 比 你 努力 。 {SP} 苏州 · 琴湖 城市 广场
压力 不是 有人 比 你 努力 ， 而是 比 你 牛叉 几倍 的 人 依然 在 努力 。
人生 最 重要 的 并 不是 努力 、 即使 看不到 未来 ： 自己 错 不了 ： 选 的 人生 错 不了 … … 鸭梨 不是 有人 比 你 努力 … …
即使 看不到 希望 ！ 还是 梦想 ， 重要 的 并 不是 努力 、 ～ 语录 ， 而是 方向 ： 压力 不是 有人 比 你 努力 、 自己 错 不了 ！ 自己 选 的 人错 不了 ： 而是 比 你 牛叉 几倍 的 人 依然 比 你 努力 ； 自己 选 的 人生 错 不了 。","the most important thing in life is not hard work, but direction. the pressure is not that someone works harder than you, but that someone who is several times better than you still works harder than you. even if you don’t see the future, even if you don’t see hope, you still believe that you can’t go wrong, the people you choose can’t be wrong, and the life you choose can’t be wrong.
the one you choose cannot be wrong! even if you can't see the future! you can't go wrong with the chosen life... yali is not someone who works harder than you. {sp} suzhou·qinhu city plaza
the pressure is not that someone works harder than you, but that someone who is several times better than you still works hard.
the most important thing in life is not to work hard, even if you can’t see the future: i can’t go wrong: i can’t go wrong in the life you choose... no one in yali works harder than you...
even if there is no hope! it's still a dream. the important thing is not hard work and quotations, but direction: pressure is not about someone working harder than you, you can't be wrong! the person you choose can't be wrong: people who are several times better than you still work harder than you; the life you choose can't be wrong.","努力, 坚持, 希望, 相信, 未来, 依然, 不了, 放弃, 一年, 我会, 付出, 奋斗, 方向, 日子, 更加","work hard, persist in, hope, believe, future, still, no more, give up, one year, i will, give, struggle, direction, day, more"
73,"不要 活 的 太累 ， 不要 忙 的 太 疲惫 ； 想 吃 不要 嫌贵 ， 想 穿 不要 说 浪费 ； 心烦 找 朋友 聚会 ， 瞌睡 倒头 就 睡 。 心态 平和 永远 最美 ， 天天 快乐 才 对 ！
不要 活得 太累 ， 不要 忙 的 太 疲惫 ； 想 吃 了 不要 嫌贵 ， 想 穿 了 不要 说 浪费 ； 心烦 了 找个 朋友 聚 聚会 ， 瞌睡 了 倒下 头 就 去 睡 。 心态 平和 永远 最美 ， 天天 快乐 才 对
不要 忙 的 太 疲惫 ； 想 穿 了 不要 说 浪费 ： 不要 活得 太累 。 心态 平和 永远 最美 ， 瞌睡 了 倒下 头 就 去 睡 ； 心烦 了 找个 朋友 聚 聚会 ： 天天 快乐 才 对 ！ 想 吃 了 不要 太 嫌贵
想 穿 了 不要 说 浪费 ； 心态 平和 永远 最美 ： 不要 活得 太累 ： 天天 快乐 才 对 。 心烦 了 找个 朋友 聚 聚会 ： 瞌睡 了 倒下 头 就 去 睡 、 不要 忙 的 太 疲惫 ！ 想 吃 了 不要 太 嫌贵
不要 活得 太累 ， 不要 忙 的 太 疲惫 ； 想 吃 了 不要 嫌贵 ， 想 穿 了 不要 说 浪费 ； 心烦 了 找个 朋友 聚 聚会 ， 瞌睡 了 倒下 头 就 去 睡 。 心态 平和 永远 最美 ， 天天 快乐 才 对 。","don't live too tired, don't be too busy, don't be too expensive if you want to eat, don't talk about waste if you want to wear clothes, get upset to meet with friends, and fall asleep when you fall asleep. peace of mind is always the most beautiful, happiness is right every day!
don’t live too tired, don’t be too busy; don’t be too expensive if you want to eat, don’t talk about waste if you want to wear it; if you’re upset, find a friend to gather, and go to sleep when you fall asleep. peace of mind is always the most beautiful, happiness is right every day
don't be too tired to be busy; don't talk about waste if you want to wear it: don't live too tired. peace of mind is always the most beautiful. when you fall asleep, you will go to sleep. if you are upset, find a friend to gather together: happy every day! don't be too expensive if you want to eat it
don't talk about waste if you want to wear it; peace of mind is always the most beautiful: don't live too tired: it's right to be happy every day. get upset and find a friend to gather for a party: when you fall asleep, go to sleep, don’t be too exhausted! don't be too expensive if you want to eat it
don’t live too tired, don’t be too busy; don’t be too expensive if you want to eat, don’t talk about waste if you want to wear it; if you’re upset, find a friend to gather, and go to sleep when you fall asleep. peace of mind is always the most beautiful, and happiness is the right thing every day.","不要, 太多, 太累, 忙, 关心, 心态, 最终, 心烦, 当成, 平和, 拼命, 理所当然, 活得, 太大, 加班","don't, too much, too tired, busy, concern, mentality, finally, upset, as, peace, desperately, of course, live, too big, overtime"
74,"大 早晨 ， 疲惫不堪 ！
就算 疲惫 。 就算 焦虑 。 也 要 在 第二天 阳光 依稀 的 早晨 眯眼 微笑 、 也 要 在 空闲 之余说 一声 我 想 你 。
静下来 就 很 压抑 。
最近 每天 早晨 醒来 都 感觉 很 疲惫 。
每 一个 拥堵 的 早晨 ， 心情 总会 变得 很 压抑 ！","very tired in the morning!
even tired. even if you are anxious. also squint and smile in the morning when the sun is faint the next day, and also say i miss you in my spare time.
it's very depressing when you calm down.
i wake up every morning and feel very tired recently.
every congested morning, the mood will always become very depressed!","生活, 每天, 方式, 简单, 烦恼, 想要, 平淡, 日子, 总会, 焦虑, 忙碌, 偶尔, 常常, 郁闷, 渴望","life, every day, the way, simple, upset, want to, dull, day, general meeting, anxiety, busy, occasionally, often, depressed, desire"
75,"青金石 缓解 压力 消除 疲劳 缓解 近视眼
燕窝 作用 有 ： 消除 因 学业 或 工作 压力 产生 的 疲劳 ， 增强 记忆力 。
大脑 疲惫 中 …
记忆力 太好 {SP} 也 是 一种 负担
睡眠 充足 每晚 七 小时 的 睡眠 不仅 有助于 长寿 ， 还 可以 缓解 压力 ， 增强 记忆力 ， 降低 食欲 。 给 自己 设定 就寝时间 ， 并 严格执行 。","lapis lazuli relieves stress, relieves fatigue, relieves myopia
the effects of bird's nest are as follows: eliminate fatigue caused by academic or work pressure, and enhance memory.
the brain is exhausted...
too good memory {sp} is also a burden
get enough sleep. seven hours of sleep each night not only helps with longevity, but also relieves stress, enhances memory, and reduces appetite. set yourself a bedtime and implement it strictly.","缓解, 减轻, 帮助, 大脑, 方法, 减少, 研究, 作用, 提高, 改善, 消除, 有效, 有助于, 保持, 降低","ease, lighten, help, brain, method, cut back, the study, effect, improve, improve, eliminate, effective, help, maintain, reduce"
76,"【 人工智能 能够 全面 取代 顶尖 的 销售 人员 吗 ？ 】 人工智能 和 机器人 能够 减轻 我们 日常 工作 的 压力 ， 尽管如此 ， 在 销售 领域 ， 人工智能 仍然 不能 独当一面 ； “ 人情味 ” 才 是 销售 发展 的 重要 条件 。 人工智能 能够 全面 取代 顶尖 的 销售 人员 吗 ？
压力 大 ， 创业 难 。
【 可口可乐 召回 问题 产品 {SP} 迫于 媒体 和 消费者 压力 】 迫于 媒体 和 中国 消费者 的 巨大 压力 。 可口可乐 装瓶 投资 集团 中国 公司 宣布 ， 用 最新 出厂 产品 更换 山西 厂 2 月 4 - 8 日 期间 生产 的 产品 。 换回 的 产品 及同 批次 库存 将 被 销毁 。 该批 产品 仅 在 山西 销售 ， 消费者 可拨打 产品包装 上 的 客服 电话 ， 咨询 相关 事宜 {LK}
{TP} 下载 1M / s 的 速度 表示 毫无 压力
假设 我 是 个 卖 实物 产品 的 销售 ， 我 不 希望 在 我 拿到 客户 的 订单 之后 公司 告诉 我 没货 或者 没有 足够 质量 符合 客户 要求 的 货 。 这 是 我 作为 销售 对 公司 的 基本 要求 。 否则 就 免谈 业绩 压力 。","【can artificial intelligence completely replace top salespeople? 】 artificial intelligence and robots can alleviate the pressure of our daily work. nevertheless, in the field of sales, artificial intelligence still cannot stand alone; ""human touch"" is an important condition for sales development. can artificial intelligence completely replace top salespeople?
under great pressure, it is difficult to start a business.
[coca-cola recalls problematic products{sp} due to media and consumer pressure] due to huge pressure from the media and chinese consumers. the coca-cola bottling investment group china company announced that it will replace the products produced by the shanxi plant between february 4 and 8 with the latest ex-factory products. the exchanged products and stocks of the same batch will be destroyed. this batch of products is only sold in shanxi. consumers can call the customer service number on the product packaging to inquire about related matters{lk}
{tp} download speed of 1m / s means no pressure
suppose i am a salesperson who sells physical products. i don’t want the company to tell me that it’s out of stock or that it doesn’t have enough quality to meet customer requirements after i get the customer’s order. this is my basic requirement for the company as a salesperson. otherwise, there is no need to talk about performance pressure.","公司, 产品, 企业, 客户, 销售, 平台, 项目, 行业, 发展, 技术, 创业, 消费者, 生产, 业务, 竞争","the company, product, enterprise, client, sales, platform, project, industry, development of, technology, start a business, consumer, produce, business, competition"
77,"压抑 期待 好转
焦作 小雨 转阴 5 ℃ ~ 1 ℃ ， 阴沉 的 天空 ， 心情 也 压抑 ， 期待 转折 ， 期待 放晴 … {LK}
重庆 {SP} 阴 {SP} 23 ℃ ~ 15 ℃ ， 阴沉 的 天空 ， 心情 也 压抑 ， 期待 转折 ， 期待 放晴 ， 或者 一场 下透 的 大雨 。
上海 {SP} 阴 {SP} 20 ℃ ~ 17 ℃ ， 阴沉 的 天空 ， 心情 也 压抑 ， 期待 转折 ， 期待 放晴 ， 或者 一场 下透 的 大雨 。 曲阳路
上海 阴 5 ℃ ~ 3 ℃ ， 阴沉 的 天空 ， 心情 也 压抑 ， 期待 转折 ， 期待 放晴 ， 或者 一场 下透 的 大雨 。 （ 来自 {AT} 免费 下载 {LK} ）","depressed expecting a turnaround
the light rain in jiaozuo turns to overcast 5 ℃ ~ 1 ℃, the gloomy sky, the mood is also depressed, looking forward to a turning point, looking forward to clearing up... {lk}
chongqing {sp} overcast {sp} 23 ℃ ~ 15 ℃, the gloomy sky, the mood is also depressed, looking forward to a turning point, looking forward to sunny, or a heavy rain.
shanghai {sp} overcast {sp} 20 ℃ ~ 17 ℃, the gloomy sky, the mood is also depressed, looking forward to a turning point, looking forward to clearing up, or a heavy rain. quyang lu
shanghai is overcast 5 ℃ ~ 3 ℃, the sky is gloomy, the mood is also depressed, looking forward to a turning point, looking forward to clearing up, or a heavy rain. (from {at} free download {lk})","中国, 社会, 国家, 人民, 政府, 政治, 老百姓, 发展, 权力, 反抗, 百姓, 自由, 农民, 思想, 权利","china, society, country, people, government, political, commoners, development of, that power, revolt, common people, free, farmer, thought, right"
78,"压力 测试 图
白银 小时 图 连阳 ， 上方 关注 14.3 美元 压力 。
原油 到 了 重压 区 ， 日线布 林带 中轨
小时 图上 ， 行情 震荡 上行 ， 上方 关注 60 均线 的 压力
非农 数据 利多 ， 黄金 上方 压力 关注 1283 - 1285 美元 位置 附近","stress test chart
the silver hourly chart continues to be positive, and the upward pressure is at 14.3 us dollars.
crude oil has reached the heavy pressure zone, the daily bollinger belt mid-track
on the hourly chart, the market fluctuated upward, and the pressure on the 60 moving average was above the pressure
non-agricultural data is bullish, the pressure above gold is concerned about the 1283-1285 usd position","支撑, 上方, 黄金, 反弹, 下方, 行情, 原油, 一线, 均线, 附近, 操作, 短线, 震荡, 美元, 日线","support, above, gold, rebound, below, quotes, crude, first line, moving average, nearby, operating, short-term, shock, usd, daily"
79,"考完试 如释重负 … …
你 忙 得 天 荒地 乱 ， 你 忙 得 忘记 关心 ， 你 忙 得 身心 疲惫 ，
一周 一周 过得 好 疲惫 ～
这 2 天 ， 鸭梨 大 啊
你 忙 得 身心 疲惫 、 你 忙 得 天 荒地 乱 ， 也 无法 承受 忙碌 的 侵蚀 … …","after the exam, i felt relieved...
you are too busy, you are too busy to forget to care, you are too busy physically and mentally,
i've been exhausted every week~
these two days, yali is big
you are too busy physically and mentally, you are too busy, and you can’t bear the erosion of busyness...","一天, 忙, 休息, 每天, 一周, 两天, 忙碌, 身心, 累, 结束, 辛苦, 几天, 白天, 出差, 加班","one day, busy, rest, every day, a week, two days, busy, body and mind, tired, end, hard, few days, day, business trip, overtime"
80,"高考 压力 好大 ！
2014 高考 心理 调整 ： 家长 怎样 缓解 高三 考生 压力 {LK}
阿金 散播 高三 狗 学习 压力
太好了 ， 减轻 学生 负担
教师 专业 能力 考试 的 模式 象 高考 ， 压力 好大 呀 ？","the college entrance examination is so stressful!
2014 college entrance examination psychological adjustment: how parents relieve the pressure of senior three candidates{lk}
akin spreads the pressure of high school seniors to study
great, lighten the burden on students
the mode of teacher professional ability examination is like college entrance examination. is it stressful?","学生, 高考, 学习, 考试, 教育, 家长, 考生, 教师, 成绩, 紧张, 考, 考研, 高三, 大学生, 学业","student, college entrance exam, learn, examination, education, parent, candidate, teacher, grades, tension, test, postgraduate entrance exam, grade twelve, college student, study"
81,"压力 大到 快 崩溃 …
C 罗 压力 很大 ！
【 心理压力 大时 多 摄取 维生素 C 】 维生素 C 同样 具有 平衡 心理压力 的 效果 。 人 在 承受 大 的 心理压力 时 ， 身体 会 消耗 比 平时 多 8 倍 的 维生素 C 。 所以 ， 此时 应多 摄取 富含 维生素 C 的 食物 。
【 心理压力 大时 多 摄取 维生素 C 】 维生素 C 同样 具有 平衡 心理压力 的 效果 。 人 在 承受 大 的 心理压力 时 ， 身体 会 消耗 比 平时 多 8 倍 的 维生素 C 。 所以 ， 此时 应多 摄取 富含 维生素 C 的 食物 。 n
我 快 疯 掉 了 太 压抑 了 快 崩溃 了","the pressure was so high that it was about to collapse...
ronaldo is under great pressure!
[taking more vitamin c when psychological stress is high] vitamin c also has the effect of balancing psychological stress. when a person is under great psychological stress, the body will consume 8 times more vitamin c than usual. therefore, you should consume more foods rich in vitamin c at this time.
[taking more vitamin c when psychological stress is high] vitamin c also has the effect of balancing psychological stress. when a person is under great psychological stress, the body will consume 8 times more vitamin c than usual. therefore, you should consume more foods rich in vitamin c at this time. n
i'm going crazy, i'm too depressed, i'm going to collapse","身体, 作用, 人体, 体内, 功效, 细胞, 功能, 肝脏, 效果, 血液, 具有, 改善, 排毒, 人群, 皮肤","body, effect, human body, in vivo, effect, cell, features, liver, effect, blood, have, improve, detox, crowd, skin"
82,"睡眠 真 沉重 …
别太 劳累 
最近 身心 好 疲惫 ， 决定 午睡
疲惫 无力 还 失眠
压力 大 ， 失眠","sleep is so heavy...
don't be too tired
i'm so exhausted recently, i decided to take a nap
fatigue and insomnia
stress, insomnia","身体, 健康, 睡眠, 失眠, 精神, 休息, 状态, 规律, 养生, 熬夜, 疲劳, 运动, 白天, 经常, 入睡","body, health, sleep, insomnia, spirit, rest, status, law, health, stay up late, fatigue, movement, day, often, fall asleep"
83,": 这 在 交易 心理学 里 叫做 回避 风险 评估 ， 这种 是 很 危险 的 ， 因为 你 总是 用 亏损 提醒 自己 ， 那么 交易 就 始终保持 了 良好 的 认知 ， 比较 做 交易 大多数 时候 都 是 亏损 的 ， 只不过 通过 有效 规避 风险 ， 赚大亏 小 最后 才 实现 盈利 。 一旦 你 人为 的 回避 了 风险 ， 那么 你 将 加大 自己 投资 的 风险 偏好 ， 这 也 就是 一种 自欺欺人 ， 自我感觉 良好 ， 但 实际 背负 巨大 压力 ， 然后 就 会 交易 心理 变形 ， 导致 亏损 不断 加大 ！ {SP} 为什么 股民 从来不 说 自己 亏了 多少 ？
真切 地 懂得 亏损 是 交易 的 一部分 ， 就 不会 对 亏损 有 恐惧 ， 可控 的 亏损 要 勇敢 面对 ， 只有 当 损失 超出 了 预设 的 额度 ， 才 会 感觉 到 真正 的 压力 。 把 亏损 一直 控制 在 合理 的 范围 内 ， 是 交易 能力 的 象征 ， 久而久之 ， 交易者 自信心 就 被 强化 了 ， 具有 自律 精神 ， 坚持 主动 控制 风险 的 人 ， 市场 终究会 给 你 千百倍 回报 的 。
想 成为 成功 的 交易者 ， 首先 要 有 充足 的 投资 资本 ， 如 有 亏损 产生 不致于 影响 你 的 生活 ， 切记 勿 用 你 的 生活 资金 做 为 交易 的 资本 ， 资金 压力 过 大会 误导 你 的 投资 策略 ， 徒增 交易 风险 ， 而 导致 更大 的 错误 。
发表 了 博文 《 counselor 邱 : 白银 实战 交易 经验 》 counselor 邱 : 白银 实战 交易 经验 1 . 善用 理财 预算 切忌 用 生活必需 资金 为 资本 切忌 用 你 的 生活 资金 做 为 交易 的 资本 ， 资金 压力 过 大会 误导 你 的 投资 策略 ， 徒增 counselor 邱 : 白银 实战 交易 经验
{TP} {SP} 真切 地 懂得 亏损 是 交易 的 一部分 ， 就 不会 对 亏损 有 恐惧 ， 可控 的 亏损 要 勇敢 面对 ， 只有 当 损失 超出 了 预设 的 额度 ， 才 会 感觉 到 真正 的 压力 。 把 亏损 一直 控制 在 合理 的 范围 内 ， 是 交易 能力 的 象征 ， 久而久之 ， 交易者 自信心 就 被 强化 了 ， 具有 自律 精神 ， 坚持 主动 控制 风险 的 人 ， 市场 终究会 给 你 千百倍 回报 的 。",": this is called risk avoidance assessment in trading psychology. this is very dangerous, because you always remind yourself of a loss, then you always maintain a good understanding of the transaction. compared with trading, you lose most of the time. only by effectively avoiding risks and making big profits and small losses can we finally realize profits. once you have artificially avoided risks, you will increase your risk appetite for investment. this is a kind of self-deception and feel good about yourself, but you are actually under tremendous pressure, and then you will be psychologically deformed in trading, resulting in increasing losses! {sp} why don’t investors say how much they have lost?
really understand that loss is part of the transaction, so there is no fear of loss. controllable loss must be faced with bravely. only when the loss exceeds the preset limit, will the real pressure be felt. keeping losses within a reasonable range is a symbol of trading ability. over time, traders' self-confidence will be strengthened. those who have the spirit of self-discipline and insist on proactively controlling risks will eventually be rewarded thousands of times by the market.
if you want to be a successful trader, you must first have sufficient investment capital. if there is a loss, it will not affect your life. remember not to use your life funds as trading capital. the pressure of funds will mislead your investment strategy. increase transaction risk and lead to greater errors.
published a blog post ""counselor qiu: silver practical trading experience"" counselor qiu: silver practical trading experience 1. make good use of financial budgets and avoid using the funds necessary for life as capital. never use your life funds as trading capital. if the pressure of funds is too high, the conference will mislead you investment strategy, tseng counselor qiu: practical experience in silver trading
{tp} {sp} really understand that loss is part of the transaction, so there is no fear of loss. controllable loss should be faced bravely. only when the loss exceeds the preset amount, will you feel the real pressure. keeping losses within a reasonable range is a symbol of trading ability. over time, traders' self-confidence will be strengthened. those who have the spirit of self-discipline and insist on proactively controlling risks will eventually be rewarded thousands of times by the market.","市场, 投资, 交易, 投资者, 风险, 机会, 赚钱, 股票, 资金, 亏损, 股市, 盈利, 把握, 分析, 控制","market, investment, transaction, investor, risk, opportunity, make money, stock, funds, loss, stock market, profit, grasp, analysis, control"
84,"2014 中国 大学生 就业 压力 调查 问卷 {LK}
中国 中青年 猝死 比率 不断 攀升 {SP} 主因 过劳 压力 大
【 调查 发现 西欧 个 税 负担 最重 】 - {SP} 一项 新 的 调查 发现 ， 西欧 所得税 仍为 世界 最重 ， 美国 富人 与 穷人 的 税负 差距 比 其他 国家 更大 。 {LK}
空难 事故 调查 五集 连播 ， 心情 好 沉重 。
部分 小学生 家长 “ 课业负担 ” 调查 {SP} - {SP} 部分 小学生 家长 “ 课业负担 ” 调查","2014 chinese university students employment pressure survey questionnaire{lk}
the rate of sudden death among young and middle-aged people in china continues to rise{sp} mainly due to stress from overwork
[survey found that western europe’s tax burden is the heaviest]-{sp} a new survey found that western europe’s income tax is still the heaviest in the world, and the tax burden gap between the rich and the poor in the united states is greater than that of other countries. {lk}
five episodes of the investigation of the air crash accident were broadcast, and i was in a good mood.
""school burden"" survey on some elementary school students’ parents{sp}-{sp} ""school burden"" survey on some elementary school students’ parents","中国, 显示, 我国, 每年, 占, 数据, 超过, 最大, 称, 调查, 报告, 专家, 人口, 最高, 收入","china, display, my country, per year, take up, data, exceed, maximum, weigh, survey, report, expert, population, highest, income"
85,"压力 好大 ， 最近 有点累
压力 好 大好 大好 大好 大好 大好 大好 大好 大 ！ ！ ！ 给 我 一个 树洞 好 吗 ? ? ?
最近 压力 好大
压力 好大
鸭梨 好大","i'm under a lot of pressure, i'm a little tired recently
the pressure is so great, great, great, great, great, great, great, great, great, great! ! ! can you give me a tree hole??
i have been under great pressure recently
stressed
yali is so big","感觉, 好大, 最近, 有点, 突然, 山, 山大, 太大, 不停, 看着, 两天, 考试, 几天, 顿时, 头疼","feel, so big, recently, kind of, suddenly, mountain, shanda, too big, non-stop, watching, two days, examination, few days, suddenly, headache"
86,"应该 学 着想 开 、 就是 记性 太好 ； 记住 了 那些 不该 记住 的 东西 … … 给 疲惫 的 心灵 解 解压 ！ 人 之所以 会 烦恼 ； 看淡 … …
记性 太好 ， 有时候 是 一种 负担 。
记性 太好 有时 是 一种 负担 … …
记性 太好 是 一种 负担 {SP} 
所以 ； 应该 学 着想 开 ： 就是 记性 太好 。 学着 不 强求 ： 记住 了 那些 不该 记住 的 东西 ！ 乐嘉 语录 : 别 让 自己 活得 太累 。 寻找 宣泄 。 学着 深藏 ， 记住 快乐 的 事 ！ 给 疲惫 的 心灵 解 解压 ！","you should learn to think well, but the memory is too good; remember the things that should not be remembered... relieve the tired mind! the reason why people are troubled; belittle...
memory is too good, sometimes it is a burden.
too good memory is sometimes a burden...
a good memory is a burden{sp}
so; you should learn to think about it: just the memory is too good. learn not to force: remember those things that should not be remembered! le jia quotations: don't let yourself be too tired to live. looking for catharsis. learn to hide deeply and remember happy things! decompress the tired mind!","面对, 现实, 事, 社会, 巨大, 所谓, 无奈, 竞争, 寻找, 令, 只能, 残酷, 生存, 种种, 心灵","face, reality, thing, society, huge, so-called, helpless, competition, search, make, can only, cruel, survive, various, soul"
87,"你 懂 我 的 鸭梨
单调 与 规律 ， 过分 向外 追求 快乐 ： 7 ！ 过分 追求 无益 的 快乐 ， 4 ： 5 ， 6 、 不 懂 施舍 。 压力 大 ！
得失心 强 ， 压力 大 ： 对 美好事物 不 感动 ； 6 … … 不 懂 施舍 ： 3 ； 你 快乐 吗 … … 9 ： 【 是 什么 偷走 了 我们 的 快乐 】 1 … … 不知足 。
你 懂 我 的 身心 疲惫 吗 ？
仁慈 的 施舍 是 残忍 的 负担 。","you know my ya pear
monotonous and regular, excessive pursuit of happiness: 7! excessive pursuit of useless happiness, 4: 5, 6, do not understand charity. high pressure!
strong desire for gain and loss, high pressure: not moved by beautiful things; 6…… don’t understand charity: 3; are you happy…… 9: [what stole our happiness] 1…… i don’t know enough.
do you understand my physical and mental fatigue?
kind charity is a cruel burden.","快乐, 总是, 活着, 追求, 比较, 标准, 坚持, 学会, 真实, 强, 欲望, 攀比, 留下, 规律, 不如意","happy, always, alive, pursue, compare, standard, adhere to, learn, real, strong, desire, compare, stay, law, unhappy"
